"transaction_id","customer_id","account_number","account_type","transaction_timestamp","transaction_amount","transaction_type","counterparty_name","counterparty_account"
"241","49","ACC000497742","Savings","2024-12-15T01:20:15.590451+00:00","431.29","Debit","Uber","EXT538478"
"242","188","ACC001882056","Checking","2025-01-05T11:42:15.590464+00:00","4889.25","Debit","Walmart","EXT826049"
"243","130","ACC001301138","Checking","2025-08-20T00:06:15.590477+00:00","3293.76","Debit","Spotify","EXT336146"
"244","330","ACC003302156","Savings","2025-08-01T19:43:15.590491+00:00","3688.94","Credit","Electric Company","EXT544027"
"245","31","ACC000318208","Checking","2025-07-01T13:19:15.590504+00:00","1078.96","Debit","Tech Solutions","EXT195020"
"246","459","ACC004594573","Savings","2025-05-22T15:04:15.590518+00:00","3569.84","Debit","Sam's Club","EXT997436"
"247","4","ACC000046656","Checking","2025-01-29T17:26:15.590541+00:00","2123.0","Credit","Verizon","EXT765981"
"248","259","ACC002599595","Savings","2024-11-27T00:54:15.590555+00:00","2303.87","Debit","Spotify","EXT332378"
"249","337","ACC003375187","Checking","2025-04-16T15:19:15.590568+00:00","1603.81","Debit","Jane Smith","EXT965990"
"250","267","ACC002673245","Savings","2025-07-19T16:37:15.590581+00:00","2395.62","Debit","Sam's Club","EXT280099"
"251","432","ACC004328489","Savings","2025-03-31T05:59:15.590593+00:00","1701.4","Credit","Walgreens","EXT965945"
"252","452","ACC004529295","Checking","2025-05-06T10:12:15.590607+00:00","3759.73","Credit","Target","EXT580615"
"253","332","ACC003325668","Checking","2025-03-20T04:00:15.590621+00:00","243.99","Credit","John Doe","EXT726119"
"254","261","ACC002613151","Checking","2024-11-07T10:33:15.590635+00:00","313.81","Credit","Lyft","EXT750037"
"255","142","ACC001425596","Checking","2024-11-18T18:14:15.590648+00:00","941.01","Credit","AT&T","EXT202868"
"256","285","ACC002857550","Checking","2025-03-26T19:41:15.590663+00:00","2076.88","Debit","Spotify","EXT339408"
"257","440","ACC004401819","Checking","2025-06-10T18:31:15.590676+00:00","3653.2","Credit","T-Mobile","EXT835530"
"258","127","ACC001275064","Checking","2024-12-06T18:05:15.590689+00:00","4314.97","Debit","T-Mobile","EXT600719"
"259","113","ACC001134517","Savings","2025-02-05T19:13:15.590706+00:00","4160.43","Debit","Global Inc","EXT299546"
"260","144","ACC001447586","Savings","2025-10-17T05:12:15.590720+00:00","597.42","Credit","Global Inc","EXT826373"
"261","84","ACC000849483","Checking","2025-03-29T22:39:15.590733+00:00","1675.18","Debit","AT&T","EXT205944"
"262","422","ACC004224819","Savings","2024-12-02T12:43:15.590748+00:00","2259.13","Credit","Spotify","EXT901921"
"263","26","ACC000263383","Checking","2025-04-01T10:52:15.590761+00:00","3729.75","Credit","Alice Williams","EXT271878"
"264","244","ACC002449309","Checking","2024-12-05T23:40:15.590774+00:00","1309.51","Debit","Lyft","EXT255561"
"265","62","ACC000623310","Savings","2024-11-17T22:01:15.590788+00:00","4889.42","Debit","AT&T","EXT547771"
"266","476","ACC004764062","Checking","2025-08-17T17:16:15.590801+00:00","1011.54","Credit","Walmart","EXT394796"
"267","269","ACC002699238","Savings","2025-10-10T07:54:15.590814+00:00","3420.73","Credit","Whole Foods","EXT734768"
"268","52","ACC000525272","Checking","2025-02-03T11:10:15.590827+00:00","1074.17","Credit","Spotify","EXT747708"
"269","215","ACC002152530","Checking","2025-05-20T08:53:15.590840+00:00","2456.84","Debit","Spotify","EXT314944"
"270","37","ACC000374198","Savings","2025-07-26T07:27:15.590853+00:00","1616.22","Debit","Sam's Club","EXT224145"
"271","247","ACC002479938","Savings","2025-07-10T23:45:15.590866+00:00","4565.1","Credit","Tech Solutions","EXT849542"
"272","341","ACC003418781","Checking","2025-03-29T19:02:15.590880+00:00","2929.95","Credit","Walgreens","EXT955329"
"273","119","ACC001197446","Checking","2025-06-21T20:13:15.590893+00:00","3943.8","Debit","Alice Williams","EXT192830"
"274","484","ACC004849956","Checking","2025-01-06T17:50:15.590929+00:00","459.75","Credit","Costco","EXT893698"
"275","493","ACC004931186","Checking","2025-08-14T14:23:15.590944+00:00","1134.24","Credit","Jane Smith","EXT210746"
"276","359","ACC003597259","Savings","2025-08-28T00:21:15.590957+00:00","1203.14","Credit","AT&T","EXT776232"
"277","124","ACC001244184","Checking","2025-04-02T05:17:15.590970+00:00","915.58","Credit","Netflix","EXT324064"
"278","173","ACC001731926","Savings","2025-09-15T11:54:15.590984+00:00","362.88","Debit","ABC Corp","EXT943129"
"279","467","ACC004679214","Savings","2025-06-16T07:14:15.590998+00:00","4378.44","Debit","Spotify","EXT789371"
"280","24","ACC000246998","Savings","2025-02-14T04:27:15.591011+00:00","1264.86","Credit","Water Utility","EXT192345"
"281","123","ACC001239737","Checking","2025-03-23T06:13:15.591024+00:00","3831.15","Credit","Verizon","EXT645874"
"282","282","ACC002821865","Savings","2025-02-24T22:44:15.591037+00:00","1264.37","Debit","GrubHub","EXT695234"
"283","185","ACC001851387","Checking","2025-01-15T21:20:15.591050+00:00","1841.56","Debit","Electric Company","EXT928719"
"284","14","ACC000143388","Checking","2025-07-09T13:09:15.591064+00:00","1960.24","Credit","AT&T","EXT857838"
"285","319","ACC003194944","Checking","2025-04-12T17:38:15.591077+00:00","2377.45","Credit","Internet Provider","EXT839530"
"286","433","ACC004337882","Savings","2025-06-09T23:22:15.591091+00:00","1782.81","Debit","Home Depot","EXT799584"
"287","221","ACC002219886","Savings","2025-06-07T21:28:15.591104+00:00","1453.4","Credit","Internet Provider","EXT795332"
"288","341","ACC003418781","Checking","2025-02-15T12:19:15.591117+00:00","4915.74","Debit","Alice Williams","EXT460658"
"289","136","ACC001366402","Checking","2025-06-08T04:10:15.591143+00:00","4407.98","Debit","Lyft","EXT783078"
"290","436","ACC004369881","Checking","2025-03-19T13:12:15.591157+00:00","285.16","Credit","Spotify","EXT144901"
"291","140","ACC001408470","Checking","2024-12-02T00:50:15.591170+00:00","3075.8","Debit","Netflix","EXT148613"
"292","82","ACC000823058","Savings","2025-06-07T04:21:15.591183+00:00","2751.38","Debit","CVS Pharmacy","EXT418637"
"293","179","ACC001799064","Savings","2024-11-15T09:12:15.591197+00:00","358.55","Debit","Target","EXT446063"
"294","487","ACC004872524","Savings","2025-07-11T19:19:15.591210+00:00","2341.77","Debit","Amazon","EXT498596"
"295","93","ACC000936789","Checking","2025-03-23T09:56:15.591224+00:00","3970.71","Debit","T-Mobile","EXT978016"
"296","491","ACC004914221","Checking","2025-03-12T02:20:15.591237+00:00","612.98","Debit","Netflix","EXT914347"
"297","265","ACC002658247","Checking","2025-10-20T09:07:15.591250+00:00","1626.67","Credit","ABC Corp","EXT365916"
"298","15","ACC000156168","Savings","2024-11-07T23:25:15.591264+00:00","2969.57","Debit","Jane Smith","EXT401031"
"299","237","ACC002378720","Checking","2025-04-19T10:32:15.591278+00:00","1491.25","Debit","Tech Solutions","EXT545076"
"300","120","ACC001209650","Savings","2025-07-20T12:28:15.591291+00:00","1992.95","Credit","Costco","EXT503902"
"301","14","ACC000143388","Checking","2025-09-28T04:33:15.591304+00:00","2453.6","Credit","Uber","EXT611954"
"302","484","ACC004843757","Checking","2025-07-30T03:45:15.591318+00:00","3997.58","Credit","Spotify","EXT719019"
"303","354","ACC003543996","Checking","2025-07-12T13:44:15.591331+00:00","3193.82","Credit","ABC Corp","EXT470119"
"304","474","ACC004744692","Savings","2025-02-14T11:29:15.591345+00:00","1473.59","Credit","Verizon","EXT258302"
"305","26","ACC000269510","Checking","2025-10-07T08:35:15.591358+00:00","2564.54","Debit","Costco","EXT511491"
"306","344","ACC003448512","Savings","2025-06-29T21:55:15.591370+00:00","107.46","Credit","Walgreens","EXT304445"
"307","500","ACC005004249","Checking","2025-03-17T22:10:15.591384+00:00","2300.47","Credit","Home Depot","EXT434443"
"308","285","ACC002857550","Checking","2025-02-24T06:03:15.591397+00:00","3019.77","Credit","Lyft","EXT288896"
"309","315","ACC003158350","Savings","2024-11-21T02:58:15.591411+00:00","1763.09","Debit","Tech Solutions","EXT303204"
"310","296","ACC002962410","Savings","2025-08-25T21:06:15.591430+00:00","4695.77","Credit","Bob Johnson","EXT366364"
"311","87","ACC000879949","Savings","2025-05-30T21:55:15.591443+00:00","3273.54","Debit","Spotify","EXT904776"
"312","325","ACC003253167","Savings","2025-04-23T07:34:15.591456+00:00","4384.67","Credit","Gas Company","EXT381066"
"313","427","ACC004277516","Checking","2024-12-31T22:40:15.591470+00:00","1658.37","Credit","Alice Williams","EXT321652"
"314","22","ACC000224694","Savings","2025-08-30T13:37:15.591483+00:00","4221.36","Debit","DoorDash","EXT472661"
"315","209","ACC002092715","Checking","2025-04-18T02:49:15.591496+00:00","4875.93","Credit","Internet Provider","EXT115322"
"316","452","ACC004529295","Checking","2025-01-13T15:18:15.591510+00:00","1916.64","Credit","Spotify","EXT708636"
"317","117","ACC001173219","Checking","2025-03-07T02:36:15.591522+00:00","151.94","Credit","Electric Company","EXT648534"
"318","231","ACC002313003","Checking","2025-10-15T11:24:15.591536+00:00","3578.9","Credit","Tech Solutions","EXT243742"
"319","485","ACC004857346","Checking","2025-06-11T16:01:15.591549+00:00","1734.15","Debit","T-Mobile","EXT762026"
"320","219","ACC002192601","Savings","2025-02-15T20:26:15.591563+00:00","4306.63","Debit","Internet Provider","EXT418936"
"321","245","ACC002456275","Savings","2025-09-12T23:26:15.591577+00:00","664.83","Debit","Sam's Club","EXT955011"
"322","124","ACC001241323","Checking","2025-03-03T12:46:15.591590+00:00","2889.72","Debit","Best Buy","EXT992683"
"323","500","ACC005004249","Checking","2025-07-27T03:56:15.591603+00:00","4073.57","Credit","Walgreens","EXT147216"
"324","54","ACC000545980","Checking","2025-05-05T15:58:15.591617+00:00","3203.22","Debit","Netflix","EXT671257"
"325","396","ACC003968851","Checking","2025-05-14T07:01:15.591630+00:00","956.07","Credit","Electric Company","EXT720347"
"326","127","ACC001275064","Checking","2025-06-16T18:23:15.591643+00:00","791.52","Debit","XYZ Ltd","EXT399881"
"327","469","ACC004696797","Savings","2024-11-11T09:05:15.591657+00:00","2371.43","Debit","Starbucks","EXT441873"
"328","372","ACC003726309","Checking","2025-05-15T10:59:15.591670+00:00","346.19","Credit","Netflix","EXT858747"
"329","77","ACC000773117","Savings","2025-10-08T16:39:15.591684+00:00","3839.5","Debit","Best Buy","EXT675577"
"330","377","ACC003773444","Savings","2025-11-02T00:26:15.591697+00:00","3793.83","Debit","AT&T","EXT716665"
"331","448","ACC004487039","Savings","2025-03-02T04:10:15.591710+00:00","612.2","Credit","Lyft","EXT121575"
"332","94","ACC000948047","Checking","2025-09-01T10:42:15.591723+00:00","3341.34","Debit","Costco","EXT752649"
"333","169","ACC001692484","Checking","2025-08-24T16:54:15.591736+00:00","4450.17","Debit","Lyft","EXT943916"
"334","419","ACC004199152","Savings","2025-07-05T02:30:15.591749+00:00","4804.29","Debit","Sam's Club","EXT836141"
"335","99","ACC000996963","Savings","2025-07-21T03:48:15.591763+00:00","4443.99","Credit","Gas Company","EXT364527"
"336","139","ACC001393782","Checking","2025-10-01T11:47:15.591775+00:00","2354.17","Credit","Walgreens","EXT279013"
"337","43","ACC000438123","Savings","2025-06-23T12:10:15.591789+00:00","3694.5","Debit","CVS Pharmacy","EXT214057"
"338","158","ACC001582715","Savings","2025-03-01T22:18:15.591802+00:00","1303.65","Credit","Electric Company","EXT603132"
"339","179","ACC001799064","Savings","2025-03-11T01:33:15.591815+00:00","2982.7","Credit","XYZ Ltd","EXT614835"
"340","24","ACC000248550","Savings","2025-10-11T01:15:15.591828+00:00","4580.56","Credit","Alice Williams","EXT505175"
"341","294","ACC002949043","Savings","2025-06-02T20:46:15.591841+00:00","2818.37","Debit","Whole Foods","EXT632418"
"342","465","ACC004655519","Savings","2025-04-08T02:18:15.591855+00:00","4249.72","Debit","CVS Pharmacy","EXT200191"
"343","238","ACC002381350","Savings","2025-09-27T01:26:15.591868+00:00","2259.93","Debit","Sam's Club","EXT745861"
"344","444","ACC004447044","Checking","2025-03-01T09:09:15.591881+00:00","1748.82","Debit","GrubHub","EXT466519"
"345","32","ACC000323315","Savings","2025-01-10T21:27:15.591894+00:00","1315.93","Credit","Lyft","EXT188955"
"346","126","ACC001264503","Savings","2025-07-08T08:55:15.591908+00:00","2432.51","Credit","Uber","EXT946903"
"347","346","ACC003468790","Savings","2025-09-07T23:27:15.591921+00:00","1254.1","Credit","Global Inc","EXT972158"
"348","315","ACC003158350","Savings","2025-09-02T05:00:15.591935+00:00","4522.52","Debit","Internet Provider","EXT107141"
"349","459","ACC004594573","Savings","2025-01-04T05:42:15.591949+00:00","3806.52","Credit","Global Inc","EXT231274"
"350","271","ACC002719846","Savings","2025-08-12T06:26:15.591962+00:00","1168.22","Credit","Alice Williams","EXT624495"
"351","250","ACC002506941","Savings","2025-08-14T13:41:15.591976+00:00","2867.64","Credit","Costco","EXT127013"
"352","356","ACC003561104","Checking","2025-09-08T19:25:15.592002+00:00","1851.56","Credit","Walgreens","EXT542801"
"353","67","ACC000679052","Savings","2025-09-16T21:50:15.592015+00:00","193.01","Debit","Lyft","EXT667647"
"354","440","ACC004401819","Checking","2025-09-02T20:04:15.592030+00:00","3592.46","Credit","Spotify","EXT320349"
"355","397","ACC003974085","Savings","2024-12-24T04:55:15.592043+00:00","4715.49","Debit","T-Mobile","EXT150104"
"356","401","ACC004011885","Checking","2025-02-18T17:31:15.592057+00:00","3835.54","Debit","Amazon","EXT711023"
"357","299","ACC002994763","Checking","2025-09-09T21:29:15.592070+00:00","2653.73","Credit","Target","EXT143257"
"358","413","ACC004131573","Savings","2025-01-24T00:45:15.592083+00:00","2489.58","Debit","Global Inc","EXT664056"
"359","57","ACC000578289","Checking","2025-10-06T00:06:15.592096+00:00","1558.94","Credit","Whole Foods","EXT774765"
"360","113","ACC001134517","Savings","2025-10-17T11:37:15.592110+00:00","1636.33","Credit","Uber","EXT358126"
"361","216","ACC002166363","Savings","2025-09-10T12:37:15.592123+00:00","4697.78","Credit","Uber","EXT974681"
"362","175","ACC001758534","Checking","2025-01-24T21:14:15.592136+00:00","2579.43","Credit","Bob Johnson","EXT346177"
"363","396","ACC003961398","Checking","2024-11-09T23:40:15.592149+00:00","1058.66","Debit","Spotify","EXT381243"
"364","164","ACC001641686","Checking","2025-03-16T10:05:15.592163+00:00","624.6","Credit","Target","EXT776983"
"365","107","ACC001078488","Savings","2024-12-28T06:19:15.592177+00:00","3353.14","Debit","Starbucks","EXT415796"
"366","407","ACC004074488","Checking","2025-09-15T21:04:15.592190+00:00","2656.67","Credit","Costco","EXT924073"
"367","389","ACC003896995","Savings","2025-09-03T14:17:15.592224+00:00","2920.62","Credit","Best Buy","EXT166456"
"368","77","ACC000773117","Savings","2025-05-28T11:49:15.592238+00:00","3963.15","Credit","John Doe","EXT376554"
"369","82","ACC000823058","Savings","2024-12-12T22:37:15.592251+00:00","781.42","Debit","Internet Provider","EXT164903"
"370","427","ACC004277516","Checking","2025-09-15T02:53:15.592265+00:00","611.02","Debit","Amazon","EXT749136"
"371","33","ACC000335113","Checking","2025-04-02T05:11:15.592278+00:00","4967.33","Debit","Global Inc","EXT356191"
"372","430","ACC004301855","Checking","2025-06-02T14:13:15.592290+00:00","1992.73","Credit","T-Mobile","EXT914571"
"373","210","ACC002108135","Savings","2024-11-03T21:25:15.592304+00:00","1626.93","Debit","Walmart","EXT783599"
"374","113","ACC001134517","Savings","2025-03-17T17:01:15.592317+00:00","3709.35","Credit","DoorDash","EXT778211"
"375","441","ACC004412522","Savings","2025-02-16T19:59:15.592331+00:00","4135.19","Credit","Tech Solutions","EXT759747"
"376","395","ACC003951306","Checking","2025-08-09T18:23:15.592345+00:00","1223.58","Credit","DoorDash","EXT426972"
"377","154","ACC001549668","Checking","2025-10-24T18:57:15.592359+00:00","4512.57","Debit","John Doe","EXT810435"
"378","411","ACC004116860","Savings","2025-02-27T17:45:15.592372+00:00","4759.88","Debit","Electric Company","EXT514210"
"379","463","ACC004633723","Checking","2025-10-26T13:50:15.592385+00:00","2426.91","Debit","Walmart","EXT163979"
"380","86","ACC000867953","Checking","2025-07-16T11:42:15.592399+00:00","3806.59","Debit","Global Inc","EXT426243"
"381","403","ACC004031961","Savings","2025-04-10T06:36:15.592433+00:00","2656.26","Credit","Starbucks","EXT872746"
"382","371","ACC003711362","Checking","2025-09-25T08:13:15.592446+00:00","2016.41","Debit","GrubHub","EXT930419"
"383","363","ACC003632678","Savings","2025-01-27T05:57:15.592459+00:00","2929.1","Debit","Verizon","EXT163994"
"384","100","ACC001006881","Savings","2025-02-15T11:55:15.592472+00:00","2622.9","Debit","Home Depot","EXT857947"
"385","212","ACC002125504","Checking","2025-02-05T20:02:15.592486+00:00","3890.9","Credit","ABC Corp","EXT117207"
"386","341","ACC003413642","Savings","2025-09-16T14:54:15.592499+00:00","3760.82","Credit","Alice Williams","EXT549093"
"387","175","ACC001758534","Checking","2024-11-07T14:07:15.592513+00:00","1042.56","Debit","Lyft","EXT501619"
"388","460","ACC004604849","Savings","2025-05-12T08:06:15.592526+00:00","4924.36","Debit","Internet Provider","EXT561280"
"389","389","ACC003896995","Savings","2025-04-22T07:58:15.592540+00:00","4854.85","Debit","Global Inc","EXT138151"
"390","192","ACC001929271","Savings","2025-01-03T19:01:15.592555+00:00","102.39","Debit","Lyft","EXT585496"
"391","228","ACC002282686","Checking","2024-12-28T18:47:15.592568+00:00","3042.96","Credit","Tech Solutions","EXT336470"
"392","199","ACC001993428","Savings","2025-07-15T11:48:15.592581+00:00","2382.44","Credit","Verizon","EXT177170"
"393","249","ACC002498606","Savings","2025-06-25T09:37:15.592594+00:00","4603.87","Credit","ABC Corp","EXT925471"
"394","203","ACC002035250","Checking","2024-12-01T14:30:15.592607+00:00","1594.67","Debit","CVS Pharmacy","EXT497051"
"395","146","ACC001462688","Checking","2025-03-02T22:22:15.592620+00:00","4178.11","Debit","Target","EXT802462"
"396","245","ACC002456275","Savings","2025-05-29T12:14:15.592634+00:00","4517.75","Debit","XYZ Ltd","EXT200346"
"397","45","ACC000451694","Savings","2025-06-19T22:02:15.592647+00:00","4669.55","Debit","DoorDash","EXT322276"
"398","449","ACC004491987","Checking","2025-08-10T05:13:15.592661+00:00","4234.99","Debit","Jane Smith","EXT365875"
"399","96","ACC000965935","Savings","2025-04-10T01:06:15.592675+00:00","951.4","Debit","Apple","EXT225754"
"400","218","ACC002184200","Savings","2025-05-31T03:08:15.592689+00:00","4216.26","Credit","John Doe","EXT147507"
"401","306","ACC003065229","Savings","2025-09-03T19:54:15.592703+00:00","1501.06","Credit","Jane Smith","EXT831227"
"402","329","ACC003299872","Savings","2025-10-06T01:42:15.592718+00:00","1185.63","Debit","DoorDash","EXT297119"
"403","189","ACC001899615","Checking","2025-02-28T16:16:15.592731+00:00","4204.05","Debit","Whole Foods","EXT404391"
"404","30","ACC000302607","Savings","2024-11-19T14:39:15.592744+00:00","1494.47","Debit","Lyft","EXT905866"
"405","299","ACC002997885","Savings","2024-12-28T11:36:15.592758+00:00","4183.25","Credit","T-Mobile","EXT586254"
"406","263","ACC002632804","Checking","2025-01-11T00:32:15.592771+00:00","780.87","Credit","Verizon","EXT302691"
"407","36","ACC000362326","Savings","2025-10-20T07:50:15.592784+00:00","4581.55","Credit","Electric Company","EXT863476"
"408","382","ACC003826974","Savings","2025-05-29T12:19:15.592798+00:00","4307.99","Credit","CVS Pharmacy","EXT905747"
"409","339","ACC003398092","Checking","2025-01-26T06:41:15.592811+00:00","3149.33","Credit","Costco","EXT712111"
"410","72","ACC000728514","Savings","2025-05-12T14:16:15.592824+00:00","1310.58","Credit","Sam's Club","EXT713195"
"411","270","ACC002706918","Checking","2024-11-16T15:56:15.592837+00:00","285.22","Debit","Best Buy","EXT493710"
"412","82","ACC000823058","Savings","2025-07-01T03:01:15.592850+00:00","338.72","Debit","Alice Williams","EXT837739"
"413","209","ACC002092715","Checking","2025-08-13T04:00:15.592863+00:00","2299.53","Credit","CVS Pharmacy","EXT402234"
"414","338","ACC003385282","Savings","2025-09-06T16:32:15.592877+00:00","691.44","Debit","Electric Company","EXT375186"
"415","96","ACC000965935","Savings","2025-04-18T08:12:15.592890+00:00","4915.15","Credit","Whole Foods","EXT473113"
"416","153","ACC001538954","Checking","2025-06-09T12:03:15.592903+00:00","2639.08","Debit","Costco","EXT694563"
"417","40","ACC000404453","Savings","2025-06-02T22:28:15.592916+00:00","1218.88","Credit","Jane Smith","EXT312162"
"418","495","ACC004958537","Savings","2024-12-04T05:15:15.592929+00:00","2747.98","Credit","Tech Solutions","EXT464811"
"419","79","ACC000794767","Checking","2025-04-21T16:49:15.592943+00:00","768.79","Debit","Lyft","EXT667878"
"420","251","ACC002516320","Savings","2025-02-16T08:59:15.592956+00:00","3691.22","Credit","Bob Johnson","EXT334992"
"421","168","ACC001689982","Savings","2025-07-04T17:17:15.592969+00:00","2789.33","Debit","DoorDash","EXT176300"
"422","199","ACC001993428","Savings","2025-04-01T15:34:15.592982+00:00","4870.33","Debit","Lyft","EXT899871"
"423","433","ACC004334798","Checking","2025-02-17T05:54:15.592995+00:00","3379.36","Debit","Verizon","EXT154015"
"424","277","ACC002779808","Savings","2025-03-14T12:51:15.593009+00:00","602.38","Credit","Amazon","EXT782023"
"425","42","ACC000426318","Checking","2025-09-27T09:01:15.593022+00:00","2891.51","Debit","Gas Company","EXT143415"
"426","159","ACC001598391","Checking","2025-02-11T19:45:15.593035+00:00","911.82","Credit","Amazon","EXT791197"
"427","294","ACC002949043","Savings","2025-04-01T14:54:15.593049+00:00","4853.09","Credit","Costco","EXT325811"
"428","128","ACC001287131","Checking","2025-07-15T09:24:15.593063+00:00","164.8","Credit","XYZ Ltd","EXT510217"
"429","132","ACC001325456","Savings","2025-03-26T18:14:15.593075+00:00","154.72","Debit","Bob Johnson","EXT726317"
"430","477","ACC004772578","Checking","2025-10-11T11:51:15.593088+00:00","4893.6","Debit","Electric Company","EXT989775"
"431","64","ACC000644730","Savings","2024-11-14T05:10:15.593101+00:00","2284.27","Credit","Home Depot","EXT731761"
"432","361","ACC003619966","Savings","2025-07-01T13:28:15.593114+00:00","3872.88","Credit","XYZ Ltd","EXT377637"
"433","414","ACC004149599","Checking","2025-05-26T02:41:15.593128+00:00","636.72","Debit","GrubHub","EXT819355"
"434","16","ACC000161317","Checking","2025-02-05T23:59:15.593141+00:00","1962.23","Credit","Bob Johnson","EXT162665"
"435","216","ACC002164267","Savings","2025-10-21T20:16:15.593156+00:00","4656.3","Debit","Netflix","EXT696237"
"436","300","ACC003005707","Savings","2024-11-29T13:17:15.593169+00:00","1795.6","Credit","Walmart","EXT225338"
"437","451","ACC004515250","Savings","2025-02-07T18:08:15.593182+00:00","2392.24","Debit","Starbucks","EXT839259"
"438","356","ACC003563633","Savings","2024-11-16T20:43:15.593196+00:00","68.4","Debit","Costco","EXT382377"
"439","374","ACC003749305","Savings","2025-02-22T01:09:15.593210+00:00","2481.04","Credit","Target","EXT486579"
"440","6","ACC000062906","Savings","2025-01-15T09:36:15.593223+00:00","2492.24","Debit","Starbucks","EXT585189"
"441","345","ACC003457633","Checking","2025-08-04T10:24:15.593237+00:00","4203.34","Debit","Tech Solutions","EXT624389"
"442","66","ACC000664183","Checking","2025-02-19T15:46:15.593251+00:00","2454.78","Credit","Jane Smith","EXT129074"
"443","217","ACC002171563","Savings","2025-03-01T00:18:15.593263+00:00","4003.37","Credit","Home Depot","EXT211515"
"444","346","ACC003462993","Savings","2025-04-08T15:46:15.593277+00:00","2970.2","Credit","Uber","EXT511291"
"445","196","ACC001968584","Checking","2025-02-17T03:20:15.593294+00:00","3203.83","Debit","CVS Pharmacy","EXT264702"
"446","132","ACC001325456","Savings","2024-12-25T02:00:15.593308+00:00","1003.15","Credit","Gas Company","EXT880275"
"447","345","ACC003457633","Checking","2025-08-03T03:15:15.593321+00:00","4016.58","Credit","John Doe","EXT965286"
"448","485","ACC004857346","Checking","2025-10-08T07:06:15.593334+00:00","1608.68","Credit","ABC Corp","EXT111114"
"449","470","ACC004709458","Checking","2025-04-16T20:33:15.593347+00:00","3165.26","Credit","Jane Smith","EXT938890"
"450","155","ACC001557177","Savings","2025-02-19T11:22:15.593466+00:00","3707.2","Credit","Jane Smith","EXT221485"
"451","419","ACC004193513","Savings","2025-06-26T19:12:15.593485+00:00","340.32","Debit","Alice Williams","EXT736617"
"452","224","ACC002242704","Checking","2025-09-11T14:01:15.593498+00:00","3619.33","Debit","Best Buy","EXT977554"
"453","414","ACC004148447","Checking","2025-09-16T06:54:15.593512+00:00","1323.8","Debit","Whole Foods","EXT138669"
"454","383","ACC003838927","Checking","2025-04-08T12:30:15.593526+00:00","359.34","Debit","Home Depot","EXT907566"
"455","225","ACC002257462","Savings","2024-11-23T22:56:15.593539+00:00","3072.62","Debit","John Doe","EXT434231"
"456","446","ACC004465342","Checking","2025-09-20T21:59:15.593553+00:00","669.39","Debit","Starbucks","EXT674951"
"457","277","ACC002779808","Savings","2025-04-10T00:34:15.593567+00:00","3367.14","Credit","Best Buy","EXT204513"
"458","475","ACC004759177","Checking","2025-09-08T04:05:15.593582+00:00","1804.62","Debit","Uber","EXT582938"
"459","245","ACC002456275","Savings","2024-12-02T18:06:15.593596+00:00","2492.75","Credit","Walmart","EXT875140"
"460","417","ACC004175158","Checking","2024-11-06T13:49:15.593613+00:00","2162.64","Debit","Starbucks","EXT551465"
"461","201","ACC002014912","Savings","2024-12-14T06:25:15.593626+00:00","2865.15","Credit","Costco","EXT972480"
"462","61","ACC000612356","Checking","2025-09-02T01:46:15.593639+00:00","1718.91","Debit","Costco","EXT534448"
"463","235","ACC002359859","Savings","2025-04-29T01:06:15.593653+00:00","1716.35","Credit","Walmart","EXT708145"
"464","429","ACC004291786","Checking","2025-06-05T03:50:15.593666+00:00","1548.4","Debit","Lyft","EXT441027"
"465","255","ACC002554111","Savings","2025-07-11T05:46:15.593679+00:00","3186.64","Credit","John Doe","EXT844057"
"466","17","ACC000175437","Savings","2025-09-24T22:28:15.593692+00:00","663.67","Debit","Bob Johnson","EXT723382"
"467","112","ACC001124414","Checking","2025-01-12T09:29:15.593706+00:00","1738.82","Debit","Amazon","EXT122383"
"468","412","ACC004126598","Checking","2025-06-18T13:14:15.593719+00:00","3960.1","Debit","XYZ Ltd","EXT798088"
"469","265","ACC002658247","Checking","2025-10-31T08:02:15.593732+00:00","2157.61","Credit","Whole Foods","EXT357996"
"470","344","ACC003448512","Savings","2025-03-29T17:24:15.593746+00:00","769.98","Debit","Whole Foods","EXT846915"
"471","360","ACC003607251","Savings","2025-07-11T04:30:15.593759+00:00","4978.94","Credit","Uber","EXT166154"
"472","493","ACC004931186","Checking","2025-04-03T05:27:15.593773+00:00","1421.07","Credit","Costco","EXT197302"
"473","310","ACC003101690","Checking","2025-09-14T11:42:15.593786+00:00","4900.91","Credit","Global Inc","EXT578839"
"474","15","ACC000158854","Checking","2025-04-05T22:17:15.593800+00:00","3658.8","Debit","CVS Pharmacy","EXT456213"
"475","177","ACC001776310","Checking","2024-12-03T12:24:15.593814+00:00","190.08","Debit","Bob Johnson","EXT848078"
"476","65","ACC000652666","Checking","2025-09-27T06:13:15.593827+00:00","2128.89","Credit","Apple","EXT134748"
"477","498","ACC004989877","Checking","2024-11-10T05:30:15.593840+00:00","2726.58","Debit","Target","EXT445971"
"478","152","ACC001522537","Checking","2025-11-02T21:22:15.593853+00:00","4028.26","Debit","Starbucks","EXT471013"
"479","409","ACC004091732","Checking","2025-03-01T05:41:15.593874+00:00","2311.66","Credit","Jane Smith","EXT130021"
"480","207","ACC002071807","Savings","2025-03-03T23:52:15.593889+00:00","1898.03","Debit","Uber","EXT559037"
"481","287","ACC002873880","Checking","2024-12-07T17:44:15.593904+00:00","2475.65","Credit","Alice Williams","EXT504686"
