"transaction_id","customer_id","account_number","account_type","transaction_timestamp","transaction_amount","transaction_type","counterparty_name","counterparty_account"
"258","233","80134586","Loan","2024-12-15T09:56:31.487000+00:00","2659.27","Debit","Conroy - Heidenreich","43425424"
"259","225","56860440","Checking","2024-11-03T22:31:00.084000+00:00","3614.58","Debit","",""
"260","146","52037923","Loan","2025-08-06T07:22:56.448000+00:00","1709.63","Debit","",""
"261","58","47612372","Loan","2025-05-22T05:13:49.322000+00:00","2298.02","Debit","",""
"262","406","67002555","Savings","2025-01-22T20:40:36.394000+00:00","2436.88","Credit","Colin Maggio-Johnson","90361248"
"263","229","3041344","Checking","2025-02-21T15:22:35.106000+00:00","3204.63","Credit","",""
"264","137","48994763","Checking","2025-08-07T11:58:22.604000+00:00","496.95","Debit","",""
"265","294","57311326","Checking","2025-09-04T10:18:46.446000+00:00","4854.07","Credit","Pearl Huels","21397605"
"266","366","80791018","Checking","2025-05-25T22:11:40.312000+00:00","4656.46","Debit","Jacobson - Weissnat","70503160"
"267","172","68944859","Checking","2025-03-19T10:02:14.051000+00:00","3887.46","Credit","Lucille Barrows","94389405"
"268","393","84657443","Savings","2025-04-28T22:29:13.721000+00:00","84.28","Credit","Teresa Schaefer","21920785"
"269","75","75750404","Checking","2024-10-30T20:53:18.847000+00:00","1081.72","Credit","Jean Schuppe","29304779"
"270","121","73534672","Loan","2025-07-13T17:25:15.859000+00:00","4273.62","Debit","",""
"271","254","75744353","Loan","2025-02-10T06:48:27.822000+00:00","1848.24","Debit","Bernhard - Osinski","66266543"
"272","464","57113747","Loan","2025-04-14T02:55:11.403000+00:00","1115.1","Credit","Winston Torphy","55636015"
"273","298","11615304","Loan","2025-08-12T12:43:44.461000+00:00","4931.05","Credit","Alfred Mayer","74102053"
"274","30","68975016","Savings","2025-07-05T17:01:56.608000+00:00","3453.31","Debit","Turcotte and Sons","36399978"
"275","61","13239630","Savings","2025-06-18T07:43:02.799000+00:00","2706.76","Credit","",""
"276","214","57728266","Loan","2025-03-19T21:54:26.933000+00:00","4126.45","Credit","Meghan Yundt","57747562"
"277","6","68748955","Loan","2025-10-02T06:43:06.818000+00:00","1144.26","Debit","",""
"278","223","90115863","Savings","2025-03-11T05:06:40.880000+00:00","2201.24","Credit","Wilbur Kling","54186606"
"279","160","65758571","Loan","2025-02-14T21:14:51.538000+00:00","950.83","Debit","",""
"280","231","28974399","Savings","2025-02-04T04:32:28.040000+00:00","4236.19","Debit","Leannon and Sons","83130126"
"281","164","3955424","Loan","2025-05-27T02:26:14.671000+00:00","3435.94","Debit","Hoppe LLC","76315751"
"282","468","98198514","Loan","2025-09-26T20:42:59.624000+00:00","455.79","Credit","",""
"283","382","88589278","Loan","2025-05-21T11:10:26.742000+00:00","1865.64","Debit","Graham - Gleichner","12101"
"284","125","19547365","Savings","2024-10-22T18:58:57.961000+00:00","3150.98","Credit","Monica Hansen","29473900"
"285","367","67734618","Savings","2025-08-17T04:38:28.383000+00:00","405.9","Debit","Cassin - Schulist","44367199"
"286","146","65611348","Loan","2025-04-28T05:59:00.938000+00:00","4729.67","Credit","Hector Rath","15958190"
"287","340","32529431","Savings","2024-12-06T02:29:30.294000+00:00","3668.71","Debit","",""
"288","265","41084191","Checking","2025-08-03T05:56:30.215000+00:00","4113.46","Debit","Lehner - Dickens","80450644"
"289","439","96579489","Savings","2025-09-10T15:40:49.756000+00:00","2436.55","Debit","Barrows, Wisozk and Schinner","29655915"
"290","334","9884295","Checking","2025-08-08T02:03:53.871000+00:00","1258.54","Credit","Valerie Schiller","19553997"
"291","340","32529431","Savings","2025-07-12T18:57:59.704000+00:00","2558.51","Debit","Turner, Schiller and Schoen","97508486"
"292","304","93954284","Savings","2025-09-03T05:34:23.112000+00:00","1993.34","Credit","Mr. Lynn McCullough","99677196"
"293","405","73752979","Loan","2025-01-07T11:58:10.629000+00:00","2375.06","Debit","",""
"294","32","28333818","Checking","2025-03-07T18:17:56.307000+00:00","1471.62","Credit","Wendell D'Amore","97408296"
"295","102","77045951","Savings","2024-12-15T02:59:28.747000+00:00","1952.01","Debit","Heathcote, Hane and Swaniawski","28937077"
"296","485","57534523","Loan","2025-03-09T06:57:49.576000+00:00","140.22","Debit","Jaskolski, Turner and Leuschke","35200335"
"297","415","38723052","Loan","2025-02-11T23:07:19.862000+00:00","651.04","Credit","Aubrey Klocko","97676722"
"298","449","17478187","Loan","2025-07-09T00:50:41.647000+00:00","3578.01","Credit","",""
"299","391","88765417","Checking","2025-08-20T05:12:05.703000+00:00","1730.81","Credit","Kathleen Gulgowski","49112609"
"300","165","32685719","Savings","2025-03-22T18:47:52.922000+00:00","1007.24","Credit","Ira Bode-Towne","84793355"
"301","287","99180025","Loan","2025-07-05T17:11:11.660000+00:00","1110.67","Debit","",""
"302","472","62431604","Savings","2025-01-13T14:10:40.604000+00:00","2374.87","Credit","Johnny Beer DDS","49634105"
"303","117","37546949","Checking","2025-04-20T08:33:53.142000+00:00","1390.84","Debit","",""
"304","462","46459065","Savings","2025-06-24T08:40:11.728000+00:00","4518.51","Credit","Louis Hermann","29411271"
"305","390","8605473","Savings","2025-02-23T17:49:20.663000+00:00","1661.59","Debit","Sipes - Reynolds","11215166"
"306","280","25422944","Checking","2025-04-28T13:10:35.366000+00:00","909.67","Credit","",""
"307","122","12387438","Checking","2025-09-22T20:36:32.810000+00:00","1233.04","Debit","Toy, Treutel and Nienow","18818322"
"308","437","84199337","Savings","2025-06-25T09:04:07.060000+00:00","4832.42","Credit","",""
"309","62","80388003","Loan","2025-08-08T03:47:06.108000+00:00","4252.18","Debit","Funk Group","27140838"
"310","453","83372405","Savings","2025-10-10T04:36:08.614000+00:00","2493.73","Credit","",""
"311","312","2259665","Savings","2025-02-28T16:36:43.453000+00:00","4481.24","Credit","",""
"312","90","60800307","Checking","2025-01-05T19:24:07.823000+00:00","4838.76","Credit","Iris Harris","45575694"
"313","380","87795824","Savings","2025-08-26T02:06:56.086000+00:00","1685.67","Debit","Wiegand - Olson","80715668"
"314","452","64917548","Loan","2025-06-23T20:10:32.134000+00:00","3624.73","Credit","Bob Hodkiewicz","20719298"
"315","331","5905630","Checking","2025-05-05T15:11:12.649000+00:00","4848.49","Credit","Delbert Bayer","43387402"
"316","272","36553536","Checking","2025-05-08T12:44:55.513000+00:00","1241.45","Credit","Tami Reilly","28287981"
"317","121","98045374","Loan","2025-05-27T22:05:56.934000+00:00","2975.79","Credit","",""
"318","399","79392205","Savings","2025-07-24T18:14:15.020000+00:00","3969.15","Debit","",""
"319","496","45174467","Checking","2025-08-19T13:25:48.715000+00:00","4900.73","Debit","",""
"320","84","65236017","Savings","2025-08-18T20:31:28.457000+00:00","4921.43","Debit","",""
"321","71","42645527","Savings","2025-04-28T18:52:38.227000+00:00","2671.44","Credit","Arthur Wehner","50438869"
"322","418","55464584","Loan","2025-09-11T22:29:08.842000+00:00","274.36","Credit","Lester Reilly-Flatley","80437033"
"323","463","56915216","Savings","2025-07-27T16:58:05.141000+00:00","638.37","Debit","Grady and Sons","78622869"
"324","196","42249396","Savings","2025-01-10T13:15:52.648000+00:00","3873.05","Credit","Frank Hahn","97644811"
"325","191","89920210","Checking","2025-02-20T08:29:00.130000+00:00","4170.5","Debit","",""
"326","443","79686774","Loan","2025-06-30T11:19:28.843000+00:00","3856.23","Debit","Stoltenberg, Braun and Abernathy","69698280"
"327","161","63917624","Checking","2025-05-07T20:27:44.238000+00:00","1547.76","Credit","",""
"328","349","84834405","Loan","2025-04-13T18:41:40.847000+00:00","3314.29","Debit","Grady - Harber","42127096"
"329","198","27244817","Checking","2025-03-21T00:33:16.942000+00:00","3878.3","Debit","Hamill - Keeling","357723"
"330","296","25049152","Loan","2024-11-14T19:11:48.239000+00:00","2504.64","Credit","Lewis Connelly","34639585"
"331","245","51281367","Loan","2025-07-25T10:48:15.890000+00:00","2666.98","Debit","Murray, Rodriguez and Dare","52946554"
"332","365","50522483","Loan","2025-06-05T06:32:51.778000+00:00","559.04","Debit","Leuschke, Barrows and Ritchie","76766032"
"333","114","90791324","Checking","2024-11-22T10:18:06.185000+00:00","4573.79","Debit","Pouros, Hansen and Kemmer","18339270"
"334","53","57716008","Loan","2025-06-11T12:40:15.321000+00:00","2613.02","Debit","Hamill - Collier","71651701"
"335","132","13724897","Checking","2024-10-31T04:32:54.876000+00:00","4685.32","Credit","Jeffery Kemmer","9848786"
"336","482","21575307","Savings","2025-08-04T20:11:28.143000+00:00","1709.63","Debit","Dickens - Strosin","96744950"
"337","2","91291303","Savings","2025-04-27T14:17:25.213000+00:00","1290.7","Debit","Murphy - Casper","39178420"
"338","425","30735521","Checking","2025-05-31T02:35:57.706000+00:00","1277.83","Debit","Pacocha, Emard and Hermann","53946876"
"339","237","85767278","Checking","2024-10-26T20:04:05.499000+00:00","4438.58","Debit","",""
"340","456","34777883","Savings","2025-08-15T18:25:55.085000+00:00","2075.33","Debit","",""
"341","195","23981769","Savings","2025-08-06T13:23:05.385000+00:00","3975.41","Debit","",""
"342","346","49997993","Loan","2025-04-23T11:35:58.557000+00:00","3015.28","Debit","",""
"343","316","14446783","Loan","2025-09-07T20:52:33.244000+00:00","528.23","Debit","Mitchell Group","27718081"
"344","263","29750660","Savings","2025-05-08T04:07:12.857000+00:00","4709.74","Debit","Orn - Pouros","49375800"
"345","321","61317921","Checking","2025-09-02T19:44:39.650000+00:00","3606.58","Credit","Fernando Wiegand DVM","88479883"
"346","72","83822987","Loan","2025-03-10T02:25:37.676000+00:00","685.92","Debit","Simonis, Pacocha and Mohr","39977127"
"347","9","89053327","Loan","2024-12-19T11:14:01.983000+00:00","2460.09","Credit","Angie Rowe","84592904"
"348","223","22245176","Checking","2025-04-22T13:49:16.277000+00:00","2104.0","Debit","Gibson, Conn and Kertzmann","54051872"
"349","87","39937548","Checking","2025-09-04T04:19:15.704000+00:00","1188.58","Debit","Brown - Ritchie","79873294"
"350","105","55367661","Savings","2025-02-19T06:55:33.407000+00:00","4022.96","Credit","",""
"351","404","66542609","Loan","2025-06-26T08:31:01.976000+00:00","2265.76","Credit","Cecil Schiller","78661112"
"352","163","85457256","Savings","2025-02-26T16:10:41.512000+00:00","3049.0","Debit","Kihn - Wiegand","179581"
"353","103","50044974","Loan","2025-07-31T04:09:15.848000+00:00","1709.49","Debit","Kohler, Stracke and Ward","63312771"
"354","247","35263169","Checking","2024-11-16T12:58:08.241000+00:00","4356.61","Debit","Parker - Gorczany","80990309"
"355","447","30045143","Savings","2025-02-22T03:10:57.431000+00:00","898.96","Debit","Fay and Sons","21217512"
"356","447","30045143","Savings","2025-05-21T21:53:32.148000+00:00","79.09","Debit","Stokes and Sons","62537474"
"357","44","59186514","Loan","2025-09-14T17:03:44.843000+00:00","4432.72","Credit","Matthew Morar","42342814"
"358","92","38494463","Checking","2025-08-16T16:31:09.470000+00:00","4438.73","Debit","Johnson and Sons","85233748"
"359","404","66542609","Loan","2025-01-28T14:07:41.079000+00:00","511.03","Debit","Abernathy - DuBuque","84478578"
"360","233","56095187","Savings","2025-06-17T15:08:55.537000+00:00","4300.3","Credit","Geraldine Daugherty","83628605"
"361","27","56013678","Savings","2025-02-08T19:43:37.180000+00:00","3153.21","Credit","Sandra Zulauf","66408276"
"362","88","96251772","Checking","2024-10-24T23:43:00.603000+00:00","4916.99","Credit","",""
"363","424","53761477","Loan","2025-01-09T10:58:11.376000+00:00","4325.62","Credit","Dr. Amelia Ullrich","34515893"
"364","247","35263169","Checking","2025-04-17T11:19:21.116000+00:00","1411.96","Debit","Larkin Inc","56036656"
"365","498","88548094","Savings","2025-07-19T01:07:22.626000+00:00","4615.19","Debit","Pagac and Sons","14096572"
"366","307","85903835","Savings","2025-03-02T02:40:28.032000+00:00","1982.77","Credit","",""
"367","157","27111120","Savings","2025-05-30T19:13:54.093000+00:00","213.04","Debit","Gulgowski, Schuster and Ryan","30406686"
"368","351","19761771","Checking","2025-08-04T09:56:39.453000+00:00","4109.25","Debit","Medhurst, Lang and Rosenbaum","74696548"
"369","249","92281639","Checking","2025-08-15T18:19:28.566000+00:00","4299.87","Credit","",""
"370","115","69917538","Checking","2025-01-05T22:31:25.155000+00:00","1448.99","Debit","Stehr, Runolfsson and Kerluke","19880038"
"371","172","54713171","Savings","2025-09-23T11:09:52.379000+00:00","110.06","Credit","Stephanie Stoltenberg","68933431"
"372","84","65115677","Loan","2024-11-28T10:54:15.576000+00:00","919.42","Debit","",""
"373","13","69342413","Savings","2025-08-03T04:56:41.147000+00:00","1698.48","Debit","Hayes - Borer","88497972"
"374","292","46446190","Savings","2024-10-22T17:55:39.195000+00:00","3374.12","Debit","Bahringer, Goldner and Ondricka","82047157"
"375","417","99598029","Loan","2025-05-22T16:51:53.257000+00:00","944.43","Debit","Prohaska, Nader and Macejkovic","36699944"
"376","3","92012014","Loan","2025-09-28T22:29:10.977000+00:00","3980.32","Credit","Marsha West","21338184"
"377","341","21091572","Savings","2024-12-12T00:26:24.314000+00:00","1715.39","Debit","Wiza - Haag","45477906"
"378","153","79204684","Checking","2025-08-21T02:16:37.323000+00:00","1447.53","Credit","Mrs. Suzanne Trantow Sr.","84679296"
"379","416","49981282","Savings","2025-10-11T04:21:23.742000+00:00","4405.53","Credit","Santos Witting","24084474"
"380","117","37546949","Checking","2025-02-08T05:50:50.467000+00:00","4741.51","Credit","",""
"381","446","26077529","Savings","2025-08-30T11:23:56.487000+00:00","3611.94","Credit","",""
"382","423","95443648","Loan","2024-11-29T18:53:38.939000+00:00","4350.6","Credit","Mrs. Tammy Cremin","72560363"
"383","457","27120042","Loan","2025-05-20T22:30:44.268000+00:00","559.08","Credit","Miss Jeannette Kirlin","40803343"
"384","453","83372405","Savings","2025-07-03T06:17:19.702000+00:00","2746.46","Credit","Susie Stehr-Skiles","27882531"
"385","351","19761771","Checking","2025-02-15T19:31:04.444000+00:00","1420.8","Debit","Lind Group","60151073"
"386","166","27956761","Savings","2025-05-05T08:20:53.325000+00:00","3996.93","Credit","Owen Daniel","63975248"
"387","224","74092277","Savings","2025-07-03T08:30:45.349000+00:00","4392.02","Debit","Price Group","64472121"
"388","184","95987719","Loan","2025-03-23T20:55:47.196000+00:00","3262.8","Credit","Hannah Marquardt","3022161"
"389","289","16807272","Checking","2025-03-26T04:36:21.030000+00:00","97.68","Credit","",""
"390","233","7009389","Savings","2025-07-27T20:51:06.655000+00:00","812.51","Debit","Wolf Inc","90965827"
"391","130","56622555","Checking","2025-01-26T11:27:15.372000+00:00","505.44","Credit","Stewart Greenholt","69454778"
"392","286","59611657","Savings","2024-12-07T14:48:20.796000+00:00","977.09","Credit","Sheila Ferry","9059259"
"393","73","39204061","Loan","2025-06-13T15:41:56.917000+00:00","2096.61","Credit","Lauren Barrows MD","36488374"
"394","222","43565417","Loan","2025-07-21T17:00:05.919000+00:00","2208.13","Credit","Myron Boyle","99417729"
"395","270","67775452","Checking","2025-10-12T13:37:21.221000+00:00","501.29","Debit","Jenkins, Mertz and Baumbach","64367611"
"396","141","12902078","Checking","2025-06-02T00:09:56.900000+00:00","1139.68","Debit","Lowe - Kuhn","27949384"
"397","343","71901780","Savings","2025-03-04T04:51:37.682000+00:00","1514.47","Credit","Sophia Nitzsche","13927217"
"398","335","55507194","Loan","2025-07-04T08:52:02.463000+00:00","3250.98","Debit","Kovacek and Sons","856728"
"399","191","89920210","Checking","2025-07-01T13:09:15.904000+00:00","3337.91","Debit","Steuber, Nitzsche and Cremin","37975120"
"400","491","55908485","Checking","2024-11-28T06:19:14.066000+00:00","2456.48","Debit","Witting - O'Connell","92559687"
"401","464","27951814","Savings","2024-11-22T10:50:37.827000+00:00","4613.62","Debit","",""
"402","394","81179361","Checking","2025-07-15T00:45:24.614000+00:00","4275.41","Debit","Zboncak - Stark","8372752"
"403","244","51804285","Checking","2025-06-08T05:11:07.834000+00:00","1309.24","Debit","Gleichner LLC","21306102"
"404","394","81179361","Checking","2025-02-15T12:40:12.723000+00:00","608.06","Debit","",""
"405","355","33200748","Checking","2025-02-04T12:30:30.935000+00:00","3875.77","Debit","Reynolds, Wisoky and McKenzie","25552131"
"406","201","99805982","Savings","2024-12-25T21:34:06.736000+00:00","3450.82","Credit","Eloise Klein","95321492"
"407","325","24081149","Savings","2025-09-18T18:01:43.146000+00:00","4441.23","Debit","",""
"408","379","82075418","Checking","2025-03-11T10:48:43.033000+00:00","3423.85","Credit","Danny Von","90992253"
"409","228","74659236","Loan","2025-07-18T12:57:06.530000+00:00","3369.67","Credit","Angel Kozey","68069121"
"410","175","52032355","Savings","2025-01-29T23:39:10.110000+00:00","1540.11","Debit","Kunde LLC","23078689"
"411","4","18558097","Loan","2025-01-11T16:16:41.414000+00:00","784.28","Debit","Kessler - Adams","82903875"
"412","85","16429777","Checking","2025-01-09T09:43:39.517000+00:00","2885.42","Debit","",""
"413","234","80731743","Checking","2024-10-28T22:58:52.075000+00:00","329.24","Debit","",""
"414","395","84758496","Checking","2024-10-30T13:42:37.260000+00:00","3335.46","Credit","Guadalupe Robel","99840046"
"415","174","18389768","Savings","2024-12-04T06:57:39.913000+00:00","3755.51","Credit","Alex Schumm DDS","99659432"
"416","408","24914721","Loan","2025-09-16T17:44:36.207000+00:00","4880.64","Debit","",""
"417","281","83065654","Checking","2025-04-12T13:19:48.924000+00:00","2763.15","Credit","Miss Natalie Turner","2355217"
"418","249","60026005","Checking","2025-09-24T04:07:39.446000+00:00","3806.04","Debit","Schaefer, Gislason and Orn","59050630"
"419","35","31385399","Checking","2025-08-19T20:38:34.454000+00:00","521.62","Credit","Julia Bernier","95201954"
"420","34","36217833","Savings","2025-03-20T18:52:44.825000+00:00","3402.95","Debit","",""
"421","417","99598029","Loan","2025-07-26T13:37:56.732000+00:00","4900.79","Credit","Kenneth Feil","41330454"
"422","70","42819659","Savings","2025-05-26T07:25:52.338000+00:00","2074.63","Credit","Miss Lillian Effertz","17282772"
"423","482","21575307","Savings","2025-07-27T06:35:15.308000+00:00","2246.65","Debit","Hyatt, Rogahn and Schultz","86789933"
"424","240","96783964","Checking","2024-11-04T18:18:45.578000+00:00","2451.94","Debit","Mayert LLC","92942346"
"425","340","32529431","Savings","2024-12-04T21:18:26.855000+00:00","2243.39","Credit","",""
"426","45","20214401","Savings","2025-05-21T22:37:08.925000+00:00","4696.93","Credit","",""
"427","309","12368215","Loan","2025-06-25T01:48:41+00:00","2858.28","Debit","Dickinson Inc","97151907"
"428","464","27951814","Savings","2025-09-11T22:56:42.203000+00:00","3881.06","Debit","Carter, O'Reilly and Yost","80904312"
"429","142","7952784","Savings","2025-09-05T21:44:25.651000+00:00","779.51","Credit","Jorge Thiel","38462702"
"430","300","81188076","Savings","2025-08-06T16:35:54.195000+00:00","2140.58","Credit","Betty Cronin","83523488"
"431","205","65122604","Checking","2024-12-07T23:51:43.575000+00:00","3185.31","Credit","Ms. Jacqueline Armstrong","51907820"
"432","433","70261325","Savings","2024-11-20T13:04:51.295000+00:00","3680.33","Credit","",""
"433","445","77955219","Savings","2025-03-13T21:02:07.385000+00:00","4549.05","Credit","Juan Kilback","86476599"
"434","107","88585229","Savings","2025-03-04T14:54:10.758000+00:00","4253.49","Credit","Dr. Terry Ledner III","24476183"
"435","135","88539070","Savings","2025-08-27T13:20:43.485000+00:00","1435.8","Credit","Margie Welch III","58648036"
"436","153","79204684","Checking","2024-11-17T06:48:31.531000+00:00","1193.9","Debit","Volkman LLC","8306008"
"437","53","40629196","Savings","2025-04-10T15:34:55.895000+00:00","4278.67","Debit","Hartmann - Dooley","62794984"
"438","315","45524349","Loan","2024-12-21T09:43:46.887000+00:00","2971.52","Credit","Bernard Schuster","4339227"
"439","144","31677286","Savings","2025-03-31T21:01:30.191000+00:00","1014.59","Debit","Schowalter - Christiansen","13480074"
"440","250","11649467","Loan","2024-12-10T19:07:28.454000+00:00","3629.03","Credit","Johnnie Dicki","3339021"
"441","447","78320941","Savings","2025-02-20T10:01:17.711000+00:00","180.96","Credit","Guadalupe Roob Sr.","11620857"
"442","270","5535546","Checking","2025-07-09T04:02:32.099000+00:00","4169.86","Debit","Treutel - Jaskolski","85803226"
"443","62","80388003","Loan","2025-09-20T08:22:34.180000+00:00","4068.58","Debit","Kassulke, Blanda and Little","78377045"
"444","302","71994544","Savings","2024-11-14T05:39:21.644000+00:00","1013.17","Credit","Vanessa Bayer","50843243"
"445","57","38312328","Loan","2025-01-10T14:24:00.011000+00:00","403.38","Credit","",""
"446","248","21162698","Loan","2025-10-03T04:09:02.837000+00:00","4076.5","Credit","Willie Koepp-Walter","16862408"
"447","347","9165648","Checking","2024-11-07T22:33:21.515000+00:00","192.12","Credit","Donald O'Hara","73484541"
"448","227","38160183","Checking","2025-03-17T21:51:04.617000+00:00","2310.17","Credit","Meghan Luettgen","13527043"
"449","165","32685719","Savings","2025-03-05T16:28:19.166000+00:00","4235.67","Debit","Nienow, Bauch and Cartwright","97853957"
"450","129","72899734","Loan","2025-02-10T21:34:53.805000+00:00","763.4","Credit","",""
"451","54","48503590","Loan","2025-03-12T10:37:37.992000+00:00","401.95","Debit","Stoltenberg Group","11636671"
"452","349","41084490","Savings","2025-05-08T02:50:32.992000+00:00","2957.11","Debit","Koch - Brown","29286334"
"453","288","26762789","Checking","2025-02-22T13:43:42.952000+00:00","1636.83","Credit","Dr. Terry Halvorson","52905191"
"454","323","19224816","Savings","2025-02-08T07:35:54.645000+00:00","3319.92","Credit","",""
"455","273","8970177","Loan","2025-02-05T04:21:32.291000+00:00","3266.83","Credit","Mrs. Katie Skiles","5293357"
"456","86","59307636","Loan","2025-05-03T21:51:30.757000+00:00","4221.81","Debit","Kunde - Powlowski","60853064"
"457","370","8313418","Loan","2025-01-28T21:16:02.083000+00:00","3755.32","Credit","Louis Bernier","60509048"
"458","325","24081149","Savings","2025-09-10T22:43:46.742000+00:00","2077.65","Debit","Lindgren, Witting and Blanda","10221422"
"459","488","44356368","Checking","2025-01-23T22:22:00.947000+00:00","1507.14","Debit","Leffler, Fisher and Heidenreich","17097189"
"460","379","82075418","Checking","2025-04-19T07:55:52.307000+00:00","2572.93","Credit","",""
"461","116","12863092","Savings","2024-12-14T13:31:53.958000+00:00","109.21","Credit","Dennis Beahan PhD","63839603"
"462","383","12944121","Savings","2025-03-23T14:14:56.175000+00:00","1992.4","Credit","",""
"463","167","6955489","Loan","2024-10-28T02:53:41.296000+00:00","2243.41","Debit","Hane - Fisher","58135667"
"464","82","95797752","Savings","2025-07-05T14:36:38.804000+00:00","3355.85","Credit","Laurence Olson","9787857"
"465","414","894757","Checking","2025-02-05T00:15:19.510000+00:00","314.66","Debit","",""
"466","225","34407630","Checking","2025-08-09T06:27:24.429000+00:00","2723.78","Debit","",""
"467","297","62616139","Loan","2024-12-13T03:01:14.057000+00:00","1693.65","Credit","Lance Dickinson","43200641"
"468","333","70503981","Savings","2025-08-24T07:41:20.466000+00:00","203.01","Debit","Jacobi, Kutch and Bradtke","35805303"
"469","458","87155289","Savings","2025-08-11T20:28:37.366000+00:00","3104.69","Debit","Franecki LLC","93657505"
"470","180","40149819","Savings","2025-09-16T23:12:51.007000+00:00","2828.42","Credit","",""
"471","115","69917538","Checking","2025-03-03T14:28:29.307000+00:00","282.02","Debit","Ziemann - Goyette","4345711"
"472","477","46116085","Checking","2025-05-28T06:59:15.238000+00:00","1881.24","Debit","",""
"473","310","13602369","Loan","2024-12-12T19:44:33.086000+00:00","2154.51","Debit","Heidenreich, Funk and Kuhlman","49297571"
"474","426","88526842","Savings","2025-10-08T22:35:09.897000+00:00","1084.09","Debit","Schmitt Inc","73911371"
"475","430","17520153","Checking","2025-10-05T11:28:53.491000+00:00","4261.85","Debit","Dicki, Torphy and Wyman","87596834"
"476","103","50044974","Loan","2025-04-04T10:16:50.090000+00:00","1477.66","Credit","",""
"477","344","68124855","Checking","2025-08-20T15:47:39.552000+00:00","113.01","Debit","Gutmann LLC","53353833"
"478","171","6085762","Loan","2025-07-22T20:31:40.047000+00:00","2889.26","Debit","Senger - Will","36065918"
"479","209","44122140","Checking","2025-08-15T10:44:37.058000+00:00","2330.66","Credit","",""
"480","25","47943822","Savings","2025-07-20T21:54:14.890000+00:00","2975.89","Credit","",""
"481","312","2259665","Savings","2025-01-30T03:55:09.664000+00:00","235.16","Debit","Swift, Osinski and Stamm","20490080"
"482","400","51122965","Checking","2025-02-08T06:37:15.141000+00:00","887.48","Credit","Ellen Kemmer","30574723"
"483","372","4751439","Checking","2024-11-08T12:50:39.651000+00:00","4590.42","Debit","",""
"484","74","88184120","Savings","2025-09-28T13:16:53.463000+00:00","2959.65","Debit","Smitham, Lind and Little","74008323"
"485","156","69844194","Checking","2025-08-20T16:14:41.297000+00:00","2459.81","Debit","",""
"486","164","19133204","Loan","2025-09-10T03:51:34.041000+00:00","4349.3","Credit","",""
"487","81","98377041","Loan","2025-09-29T00:57:49.395000+00:00","2033.92","Debit","Donnelly, Turner and Gutkowski","21187590"
"488","268","59014127","Checking","2025-02-19T01:53:02.884000+00:00","1318.77","Credit","Maurice Bartell","44342549"
"489","327","94403287","Loan","2025-09-23T00:41:57.853000+00:00","1220.26","Credit","Jaime Bashirian","11530382"
"490","70","42819659","Savings","2025-08-10T20:45:18.579000+00:00","1966.64","Debit","Jacobs, Tillman and Cormier","7566533"
"491","46","27869086","Checking","2024-12-23T19:35:56.310000+00:00","4014.06","Debit","Jast - Kris","25728075"
"492","347","9165648","Checking","2025-05-01T08:07:32.140000+00:00","1825.47","Credit","Marion Turner-Jast","38282257"
"493","233","56095187","Savings","2025-02-18T22:08:18.930000+00:00","2545.09","Credit","Mrs. Candace Abbott","60393632"
"494","485","57534523","Loan","2025-04-20T07:10:39.940000+00:00","100.72","Credit","Byron Kirlin","102445"
"495","489","70096503","Savings","2025-02-02T05:34:41.453000+00:00","3230.46","Credit","Mrs. Lorena Zulauf","55164698"
"496","292","46446190","Savings","2025-08-05T07:49:45.555000+00:00","283.66","Credit","Gustavo Konopelski","21242579"
"497","275","91507411","Checking","2025-06-16T11:35:45.679000+00:00","4540.39","Debit","Crona, Rippin and Feest","25610501"
"498","34","36217833","Savings","2025-03-17T19:18:19.430000+00:00","1430.05","Credit","Danny Raynor DDS","70274477"
"499","467","8398273","Savings","2024-11-18T21:51:43.017000+00:00","3189.33","Credit","Luis Dickens","73183188"
"500","326","65311171","Checking","2025-03-23T16:23:48.024000+00:00","2461.05","Debit","Williamson - Howe","75047817"
"501","299","98111969","Savings","2024-12-08T06:05:07.533000+00:00","4816.71","Debit","McCullough, Feil and Torp","36860730"
"502","19","62851040","Loan","2025-05-12T03:07:55.726000+00:00","1084.18","Credit","Maureen Renner","85240831"
"503","388","2210146","Savings","2025-10-12T17:29:38.958000+00:00","416.79","Debit","Weimann, Terry and Botsford","64837404"
"504","60","54044833","Checking","2024-11-05T01:39:16.449000+00:00","872.71","Debit","Gottlieb and Sons","35637765"
"505","232","47646763","Loan","2025-05-01T20:38:16.542000+00:00","3735.85","Credit","Rafael Boehm","5279759"
"506","90","33155341","Savings","2025-05-07T11:47:19.628000+00:00","3612.74","Debit","Ullrich and Sons","54693514"
"507","483","30349789","Loan","2025-01-30T12:22:07.184000+00:00","831.38","Debit","Bartoletti and Sons","32749011"
"508","10","10074588","Savings","2025-01-07T20:47:30.558000+00:00","346.88","Debit","Corkery - Kessler","68091965"
"509","125","41659133","Loan","2025-06-04T00:30:22.317000+00:00","4440.79","Credit","Bonnie Feil","80685536"
"510","233","56095187","Savings","2025-03-13T21:29:15.627000+00:00","3708.27","Credit","Anthony Nicolas","38992050"
"511","383","12944121","Savings","2025-04-19T15:04:45.788000+00:00","2678.93","Debit","Schultz, Jacobson and Mayert","50663678"
"512","128","37871185","Savings","2025-06-07T07:46:27.183000+00:00","3216.95","Debit","Wilkinson - Schuster","79528907"
